Created date (UTC),Amount,Amount Refunded,Description,Statement Descriptor,Status,Seller Message,Taxes On Fee,Card ID,Customer ID,Shipping Address City,Shipping Address State,Invoice ID
2024-10-08 12:55:14,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7cwTHsrWBJzFX2oxT80i9S,cus_QzcAg0638ErWEm,Ouro Preto,MG,in_1Q7cwXHsrWBJzFX2SNUnTQ7a
2024-10-08 12:50:46,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7cs9HsrWBJzFX2YuQ6fHN3,cus_Qzc6EIrPLE3fVO,Franca,SP,in_1Q7csDHsrWBJzFX2Q2kLWhpH
2024-10-08 12:22:48,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7cR8HsrWBJzFX2yAqMsXYg,cus_QzbeYxOvVRolXn,Duque de caxias,RJ,in_1Q7cR9HsrWBJzFX2Jb1tarbz
2024-10-08 11:41:57,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bnaHsrWBJzFX2QTCfXWHy,cus_QzaznTofWb7k2w,São Paulo,SP,in_1Q7bncHsrWBJzFX2pscF9yPn
2024-10-08 11:29:57,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bbyHsrWBJzFX28zFA5tm8,cus_QzanGteKB2YHqv,São Paulo,SP,in_1Q7bc0HsrWBJzFX2I75j7w14
2024-10-08 11:17:48,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7bQ8HsrWBJzFX2tqMK43FJ,cus_Qzab3O6FB35MMv,Rio de Janeiro,RJ,in_1Q7bQ9HsrWBJzFX2Jgu269kA
2024-10-08 03:10:30,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7TodHsrWBJzFX2Tpx99Duj,cus_QzSkJ3MfKLLIGy,São Paulo,SP,in_1Q7TofHsrWBJzFX2OpRHP09S
2024-10-08 02:19:21,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7T18HsrWBJzFX23Pt50MKa,cus_QzRureieRO05cQ,Rio de Janeiro,RJ,in_1Q7T1AHsrWBJzFX26Xe3CiXg
2024-10-08 01:14:50,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7S0iHsrWBJzFX2KiqHahUB,cus_QzQsTaNwIqqUIA,Rio de Janeiro,RJ,in_1Q7S0jHsrWBJzFX2fk5pNsEi
2024-10-08 01:03:32,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RplHsrWBJzFX2QtNHt9n1,cus_QzQhjiNUka91sW,Sorocaba,SP,in_1Q7RpmHsrWBJzFX2Z0fMvodi
2024-10-08 00:55:14,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RhiHsrWBJzFX2BnGNWNvd,cus_QzQYouN4eWbAiy,Curvelo,MG,in_1Q7RhlHsrWBJzFX2ZtHbkmsF
2024-10-08 00:39:16,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RSIHsrWBJzFX2ULyfAQs2,cus_QzQI0X9nrB4YHw,São José dos Campos,SP,in_1Q7RSJHsrWBJzFX2SEeC2xuc
2024-10-08 00:36:08,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7RPFHsrWBJzFX268I84uIT,cus_QzQFXEEVWUd7fS,Sabará,MG,in_1Q7RPGHsrWBJzFX2XZGVbFYO
2024-10-08 00:17:44,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7R7RHsrWBJzFX25mkMkvyf,cus_QzPx5srYwxibyd,Barretos,SP,in_1Q7R7THsrWBJzFX2HeZBSSaA
2024-10-07 23:50:19,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PZJwAHsrWBJzFX2aUZ2fxJD,cus_QFgy0OEunHxxgn,Campos do Jordão,SP,in_1Q7PkCHsrWBJzFX2BRx0a3dH
2024-10-07 23:46:50,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QdYHsrWBJzFX2NEZzDK8Y,cus_QzPSxjKea2FQmy,Mariana,MG,in_1Q7QdZHsrWBJzFX2bIWaHrUp
2024-10-07 23:44:35,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QbMHsrWBJzFX2R6Zafq9o,cus_QzPQlbKMtJpTaQ,Serra,ES,in_1Q7QbNHsrWBJzFX25OSYt1BZ
2024-10-07 23:38:01,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QUyHsrWBJzFX25sSJPjbk,cus_QzPJAacyauKF1K,Monte Alto,SP,in_1Q7QV2HsrWBJzFX2GEPB189p
2024-10-07 23:32:52,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QQ1HsrWBJzFX2B4toK18q,cus_QzPEZyza183LrI,Pedrinhas Paulista,SP,in_1Q7QQ3HsrWBJzFX2d2NYv7xS
2024-10-07 23:31:27,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QOVHsrWBJzFX2uxA4xtb3,cus_QzPCH1kOCojCQe,Vitória,ES,in_1Q7QOYHsrWBJzFX2XBEfCaG1
2024-10-07 23:21:01,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7QEWHsrWBJzFX2DyDbpd41,cus_QzP20PrBuDyAID,Itapetininga,SP,in_1Q7QEaHsrWBJzFX2U9t4KkZF
2024-10-07 23:11:54,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7Q5kHsrWBJzFX2oTZzLuBz,cus_QzOtOPQAumz2FJ,São Paulo,SP,in_1Q7Q5lHsrWBJzFX2HQdAodyb
2024-10-07 22:38:15,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7PZAHsrWBJzFX2C9kPVMsG,cus_QzOLEEnA9gnO0I,São Paulo,SP,in_1Q7PZCHsrWBJzFX2QPjjMRDQ
2024-10-07 22:29:50,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PPAKlHsrWBJzFX2R9P6GXly,cus_QFfgf0QQpUryqE,Jaboticabal,SP,in_1Q7OUEHsrWBJzFX24WwECz2q
2024-10-07 22:05:37,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP9xyHsrWBJzFX2BLqiWzQv,cus_QFfIZ7o7fijo1h,Osasco,SP,in_1Q7O7HHsrWBJzFX203LcYmfZ
2024-10-07 21:42:34,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7OhIHsrWBJzFX2yaBU3Yc2,cus_QzNRIzAjIfI5uK,São Paulo,SP,in_1Q7OgNHsrWBJzFX28qLHFriT
2024-10-07 21:06:24,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7O8IHsrWBJzFX2ZhRJIosB,cus_QzMsSJm5QOejQZ,São Paulo,SP,in_1Q7O8JHsrWBJzFX2xhuUX3HQ
2024-10-07 20:52:05,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7NuQHsrWBJzFX2MkIhh6Tk,cus_QzMdgWuCQGFXxn,São Paulo,SP,in_1Q7NuSHsrWBJzFX2ZFs5J9aO
2024-10-07 20:34:41,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7NdaHsrWBJzFX28828mRA8,cus_QzMMKDKNJX8FRG,Rio de Janeiro,RJ,in_1Q7NdcHsrWBJzFX2SDuJIo4f
2024-10-07 19:11:03,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7MKcHsrWBJzFX21TFaEsGP,cus_QzL0Khbk7Wk0YV,Barueri,SP,in_1Q7MKgHsrWBJzFX2e5vyhCGV
2024-10-07 18:09:38,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7LNDHsrWBJzFX2vrS8Np9y,cus_QzK1emlQOF3FrT,Campinas,SP,in_1Q7LNEHsrWBJzFX2Nmt3kd0y
2024-10-07 17:57:46,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP65UHsrWBJzFX2gZcN2zYX,cus_QFbI1ZbFyiEc7u,Jundiaí,SP,in_1Q7KF6HsrWBJzFX2OGZUzXCU
2024-10-07 17:46:22,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7L0gHsrWBJzFX238UFP66r,cus_QzJeofbGvDz792,Mendes,RJ,in_1Q7L0jHsrWBJzFX2JJkg3FVW
2024-10-07 17:42:16,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7KwjHsrWBJzFX2YlzXT8or,cus_QzJZ8w8MdlYHar,Itapevi,SP,in_1Q7KwlHsrWBJzFX2Ze0OL7TL
2024-10-07 16:32:22,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7Jr4HsrWBJzFX24RQlPiSB,cus_QzISO2P1GvJuHj,São José do Rio Preto,SP,in_1Q7Jr7HsrWBJzFX2ODTLZVhw
2024-10-07 16:13:47,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7JZ7HsrWBJzFX2ipfQhKqZ,cus_QzI9Hliku9Vm3Z,São Paulo,SP,in_1Q7JZ8HsrWBJzFX2nA3GXehw
2024-10-07 15:58:47,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7JKaHsrWBJzFX23bCG8pOL,cus_QzHuZ4AsLEF44X,Teófilo Otoni,MG,in_1Q7JKbHsrWBJzFX2sPihgayM
2024-10-07 14:36:17,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7I2kHsrWBJzFX2ryBGCWxB,cus_QzGZAxGWKH2nT6,Cajamar,SP,in_1Q7I2mHsrWBJzFX2fcFdoLst
2024-10-07 14:29:08,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP2qCHsrWBJzFX2EGHq2pha,cus_QFXwTzg4DMiqNy,São caetano do sul,SP,in_1Q7GzQHsrWBJzFX2pjqS8DAc
2024-10-07 13:24:33,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7GvKHsrWBJzFX2udmFNUim,cus_QzFQPEdlKKntKS,Limeira,SP,in_1Q7GvMHsrWBJzFX2NhjOUE8B
2024-10-07 13:20:52,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7GrlHsrWBJzFX21UAssa0Q,cus_QzFMfnO1NmF4gF,Duque de Caxias,RJ,in_1Q7GrmHsrWBJzFX2WoB2i1dQ
2024-10-07 13:03:23,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7GaqHsrWBJzFX2Mzx4ql0E,cus_QzF541BQVWSoOG,Santo André,SP,in_1Q7GasHsrWBJzFX2vVNlvpO2
2024-10-07 12:36:42,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7GB1HsrWBJzFX2fS1gpXIM,cus_QzEeUGMaAXXL8w,Belo Horizonte,MG,in_1Q7GB3HsrWBJzFX2IGtsGjv6
2024-10-07 12:12:54,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7Fo0HsrWBJzFX2F5QaJ92Y,cus_QzEGW6TGLpHiAn,Sao Paulo,SP,in_1Q7Fo1HsrWBJzFX2gU2wSJ4J
2024-10-07 11:51:02,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PP0N5HsrWBJzFX2g0jfX2BI,cus_QFVN0hHWemJ7M9,São Paulo,SP,in_1Q7EWbHsrWBJzFX29n4L2DYy
2024-10-07 11:47:36,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7FPSHsrWBJzFX2VDoOAT5y,cus_QzDqhIzPBJZ1v6,São José do Rio Preto,SP,in_1Q7FPGHsrWBJzFX2P68ELO9K
2024-10-07 11:36:48,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7FF2HsrWBJzFX2NNeip2y5,cus_QzDgok4lBGerPm,Ribeirão Preto,SP,in_1Q7FF5HsrWBJzFX2JPvYijD8
2024-10-07 11:26:03,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7F4gHsrWBJzFX2IXzxq5IL,cus_QzDVUUurx246qn,Niterói,RJ,in_1Q7F43HsrWBJzFX2UPjKdXSM
2024-10-07 11:11:16,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7EqLHsrWBJzFX20XHByIsK,cus_QzDGLJ59qTDQJw,Gov. Valadares,MG,in_1Q7EqNHsrWBJzFX261qYL6tv
2024-10-07 10:37:38,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POzEPHsrWBJzFX2ZS7PWd4O,cus_QFUCc5fUDLxpuC,Santa Barbara d'Oeste,SP,in_1Q7DNVHsrWBJzFX28YpS56wI
2024-10-07 09:06:52,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7CtwHsrWBJzFX24oZ2u3YR,cus_QzBGTzR7VrOGLe,Jandira,SP,in_1Q7CtyHsrWBJzFX2rpbMBrI9
2024-10-07 08:59:22,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7CmgHsrWBJzFX2dSjbBnuC,cus_QzB9x5HhS2bRsy,Jandira,SP,in_1Q7CmjHsrWBJzFX2eqzzeaiZ
2024-10-07 03:55:02,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q7820HsrWBJzFX2PR19btDl,cus_Qz6EJfLwnu52TN,Franca,SP,in_1Q782DHsrWBJzFX2bozfyV4P
2024-10-07 01:40:02,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q75vYHsrWBJzFX2Bnqzrnt9,cus_Qz43oatTP0CJCM,Serra,ES,in_1Q75vZHsrWBJzFX2QB7jH7Ou
2024-10-07 01:13:53,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q75WEHsrWBJzFX2QabOjwR3,cus_Qz3dfIVqKChEXj,São José dos Campos,SP,in_1Q75WFHsrWBJzFX2I2xPddXH
2024-10-07 00:41:00,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q750PHsrWBJzFX2oEbsBu97,cus_Qz36qWO986upZ5,jacupiranga,SP,in_1Q750RHsrWBJzFX2tygeYA6O
2024-10-07 00:26:34,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q74mRHsrWBJzFX2ZYzLGbiK,cus_Qz2sSjz2t7U7Dk,Taboão da Serra,SP,in_1Q74mTHsrWBJzFX22F6Z0T4s
2024-10-07 00:02:14,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q74OtHsrWBJzFX2oHZAYiAY,cus_Qz2TpiEQBrOG4K,Vila Velha,ES,in_1Q74OvHsrWBJzFX2bMtP3ekQ
2024-10-06 23:58:12,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q74KyHsrWBJzFX2BKYppkNr,cus_Qz2PBsKFHbeR2N,Rio de Janeiro,RJ,in_1Q74L1HsrWBJzFX2R3KhkcFr
2024-10-06 23:29:14,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q73sxHsrWBJzFX2XCcrxA3W,cus_Qz1wAHX4iZfkHd,Belo Horizonte,MG,in_1Q73szHsrWBJzFX2ytNRsAur
2024-10-06 21:47:12,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q72IEHsrWBJzFX2ThYmMXSW,cus_Qz0ISXNwaGkIsr,Niterói,RJ,in_1Q72IFHsrWBJzFX2wviSpUkw
2024-10-06 21:42:40,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q72DpHsrWBJzFX2GBCwloQR,cus_Qz0EyIH34jStmL,Maricá,RJ,in_1Q72DrHsrWBJzFX2NOWrKROK
2024-10-06 21:01:54,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q71aLHsrWBJzFX22HxU5IYS,cus_QyzZIN0x4v8DnP,Belo Horizonte,MG,in_1Q71aPHsrWBJzFX2dxN0snml
2024-10-06 20:41:02,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q71GCHsrWBJzFX2ugbaLRLS,cus_QyzEnddBMAHKkU,São Paulo,SP,in_1Q71GDHsrWBJzFX2Yd0m1UHs
2024-10-06 20:34:56,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q71AHHsrWBJzFX25w318Jjd,cus_Qyz8mRMJThCSsT,Belo Horizonte,MG,in_1Q71AJHsrWBJzFX22HOzdBAy
2024-10-06 20:17:07,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q70t1HsrWBJzFX25X0deZLM,cus_QyyqujKrdQ0zF1,Itabirinha,MG,in_1Q70t4HsrWBJzFX2wHIT8O23
2024-10-06 19:46:19,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q70PFHsrWBJzFX21AJQS5wp,cus_QyyLXHBGbbxOQB,Uberlândia,MG,in_1Q70PGHsrWBJzFX2CeUpbeXF
2024-10-06 19:44:18,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q70NIHsrWBJzFX20lkyryj9,cus_QyyJUZaFdaNJZ3,São Paulo,SP,in_1Q70NJHsrWBJzFX28SstOBpl
2024-10-06 19:27:21,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q706tHsrWBJzFX2iMObriRb,cus_Qyy36W0HmjIOxB,São Paulo,SP,in_1Q706uHsrWBJzFX27K4l9cUr
2024-10-06 18:53:49,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6zaQHsrWBJzFX2qLuAo0Iv,cus_QyxSxlOP3bpoY9,São Paulo,SP,in_1Q6zXKHsrWBJzFX2LOfd09uf
2024-10-06 18:49:48,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6zWYHsrWBJzFX252DIQVWX,cus_QyxRGjFbQF1Yft,Barueri,SP,in_1Q6zWZHsrWBJzFX2jQ6AyQ99
2024-10-06 18:48:34,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6zVNHsrWBJzFX2LtLNtuZp,cus_QyxP8F1DfcBWms,Rio de Janeiro,RJ,in_1Q6zUuHsrWBJzFX2cIeOr5OY
2024-10-06 18:01:31,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1PaJd4HsrWBJzFX2Of44944I,cus_QFE8dqmFZA7Bhl,São Carlos,SP,in_1Q6xpVHsrWBJzFX2rTGW4tHw
2024-10-06 17:38:31,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6yPYHsrWBJzFX2pm9v9G7l,cus_QywIGqI4F3h0SN,São Paulo,SP,in_1Q6yPaHsrWBJzFX2tGzwZ6AF
2024-10-06 16:46:38,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6xbLHsrWBJzFX2Bk2Btarg,cus_QyvSC6qkV8BFeU,Campos dos Goytacazes,RJ,in_1Q6xbMHsrWBJzFX2r3y2ltB8
2024-10-06 16:46:28,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6xbCHsrWBJzFX2AUDKLNWp,cus_QyvSw1KHUqjc6B,São Paulo,SP,in_1Q6xbDHsrWBJzFX2h2k8Z0aJ
2024-10-06 16:36:56,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6xRwHsrWBJzFX2ETuL3fM1,cus_QyvIO9a47YNbHD,Belo Horizonte,MG,in_1Q6xRzHsrWBJzFX2jYqAd61B
2024-10-06 15:48:27,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pw3RaHsrWBJzFX25xHUUGIq,cus_QnelK1qfg06ZKM,São Paulo,SP,in_1Q6vkTHsrWBJzFX2bkr6kkY8
2024-10-06 15:44:28,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6wd9HsrWBJzFX2kvqkTK7i,cus_QyuSEzlugI0dpy,Patrocínio Paulista,SP,in_1Q6wdDHsrWBJzFX2xdjv2875
2024-10-06 14:45:26,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6vi3HsrWBJzFX26Uk2cyRi,cus_QytVPQ9HOWrjze,Patos de Minas,MG,in_1Q6vi5HsrWBJzFX2WOo7D6Lq
2024-10-06 13:59:42,32.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1POftEHsrWBJzFX2nsHpKj5n,cus_QFADEkwySjPKT7,Santo André,SP,in_1Q6u32HsrWBJzFX2OCI2c6u5
2024-10-06 13:51:31,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6ursHsrWBJzFX2mjvcm58T,cus_QysdlZ9YbHJNlm,Rio de Janeiro,RJ,in_1Q6uruHsrWBJzFX21VX1gCbA
2024-10-06 13:12:30,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6uG8HsrWBJzFX2U1FVIX95,cus_Qys0UnYrjfS0tN,São Mateus,ES,in_1Q6uG9HsrWBJzFX2XxkezOkE
2024-10-06 13:04:09,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6u83HsrWBJzFX2hzyqHEoB,cus_QyrrvwwXgITzey,Vila Velha,ES,in_1Q6u84HsrWBJzFX26n2ZMXOl
2024-10-06 13:03:49,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6u7gHsrWBJzFX25RDyCA4i,cus_Qyrrra06nvyJzE,Rio de Janeiro,RJ,in_1Q6u7kHsrWBJzFX2wI7SlZNz
2024-10-06 13:03:04,49.0,0.0,Subscription update,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Pkm8QHsrWBJzFX2uaTqqMjm,cus_Qc05V6Dpztjf06,Barueri,SP,in_1Q6tAUHsrWBJzFX2orQAwSX8
2024-10-06 12:35:17,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6tg6HsrWBJzFX2v3rgSdVP,cus_QyrOEZtuF0k7uS,Vitória,ES,in_1Q6tg7HsrWBJzFX26OjAtq4W
2024-10-06 11:11:59,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6sNVHsrWBJzFX2AIygh2WI,cus_Qyq3DWTuHEkQbv,Três Rios,RJ,in_1Q6sNWHsrWBJzFX2H8xceZPi
2024-10-06 10:53:19,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6s5QHsrWBJzFX2MRynpon7,cus_QypkIG8ybY0TDr,Niterói,RJ,in_1Q6s5SHsrWBJzFX2BnYFQMv5
2024-10-06 10:41:42,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6ru7HsrWBJzFX2fZkUeCVS,cus_QypZL1OG4ggO16,Nova Friburgo,RJ,in_1Q6ru8HsrWBJzFX2ajfQvsil
2024-10-06 09:52:01,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6r84HsrWBJzFX2P3n6JLU8,cus_Qyol6ucQVptpCb,Serra,ES,in_1Q6r88HsrWBJzFX26VpNP9AD
2024-10-06 05:43:56,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6nG1HsrWBJzFX2F7ZaxIpo,cus_QyklMpfLKdWcZn,Sao paulo,SP,in_1Q6nG2HsrWBJzFX2nD4Q39vX
2024-10-06 05:30:14,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6n2lHsrWBJzFX2va0iu4Am,cus_QykX7e2l2Ji2mk,São Paulo,SP,in_1Q6n2mHsrWBJzFX2hZLSONOh
2024-10-06 03:14:18,29.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6kvEHsrWBJzFX2kq2LYFuD,cus_QyiLhFfBKu1hu8,Rio de Janeiro,RJ,in_1Q6kvFHsrWBJzFX2PXoUrjNv
2024-10-06 03:04:57,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6kmBHsrWBJzFX2uRpkDwuU,cus_QyiCPokV9yYTTN,Jaboticabal,SP,in_1Q6kmCHsrWBJzFX2lgoLNnkJ
2024-10-06 02:48:47,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6kWXHsrWBJzFX2iKZQZcuR,cus_QyhweawGtkSgck,São Paulo,SP,in_1Q6kWYHsrWBJzFX2nsT422cE
2024-10-06 02:42:17,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6kQCHsrWBJzFX2zWWoVzao,cus_QyhpNV1FOjVYLz,Jaboticabal,SP,in_1Q6kQGHsrWBJzFX2uYhm57YS
2024-10-06 02:27:15,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6kBeHsrWBJzFX2lrj5JSom,cus_QyhamAq14YFfiN,Campinas,SP,in_1Q6kBiHsrWBJzFX2NPxxeWR0
2024-10-06 01:58:31,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6jjsHsrWBJzFX28GPEFaxr,cus_Qyh8HmO28qkYWG,Vitória,ES,in_1Q6jjtHsrWBJzFX2WKgKE0tQ
2024-10-06 00:52:22,40.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6ihrHsrWBJzFX2NSsnWzvo,cus_Qyg4ZZlscnRFGz,São Paulo,SP,in_1Q6ihsHsrWBJzFX2KWZXQn6Y
2024-10-06 00:42:51,49.0,0.0,Subscription creation,EXPERIMENTAI,Paid,Payment complete.,0.0,pm_1Q6iYVHsrWBJzFX26YcFR8Mi,cus_QyfuhvKDfB65q4,São Paulo,SP,in_1Q6iYZHsrWBJzFX2CqXVF1IK
